rating_id,user_id,movie_id,rating,review_date
57,991,5637,4.5,2024-08-08 15:51:24
58,2877,142997,5.0,2026-01-30 11:51:14
59,1660,3246,4.5,2024-10-10 18:32:31
60,1199,1990,3.5,2023-12-23 04:07:16
61,1223,6040,4.0,2026-03-15 09:10:08
62,3573,5570,4.5,2024-07-03 09:18:28
63,2299,27482,5.0,2024-06-12 12:13:33
64,3385,102070,5.0,2024-11-13 07:01:34
65,3765,103596,4.0,2025-02-07 18:15:47
66,2795,95167,4.0,2023-10-15 02:17:07
67,995,89945,4.0,2023-10-08 14:08:39
68,1991,2419,3.5,2025-05-23 04:34:19
69,803,26606,5.0,2026-02-08 17:20:10
70,187,5629,5.0,2025-05-09 16:16:06
71,4697,53956,4.0,2026-05-30 06:15:59
72,3232,147286,4.5,2025-02-08 15:05:06
73,3539,90863,3.0,2025-01-19 23:13:45
74,1149,5629,5.0,2024-04-30 23:47:23
75,4908,442,5.0,2024-10-21 12:15:40
76,3473,313,4.0,2025-08-10 22:28:23
77,3059,3248,1.5,2025-04-19 04:59:56
78,125,7217,5.0,2026-02-17 08:09:19
79,2259,65982,4.5,2025-05-12 13:29:07
80,168,113394,3.0,2025-04-07 04:41:02
81,4449,6853,4.0,2024-11-23 02:34:34
82,3197,3691,4.5,2025-01-03 21:55:44
83,4212,165075,1.5,2024-06-20 08:07:54
84,542,140133,4.5,2025-02-07 04:30:26
85,4670,43912,4.0,2025-07-28 18:03:03
86,3353,140928,4.5,2025-10-10 09:40:39
87,3689,417,5.0,2024-12-19 16:38:42
88,4297,6197,4.0,2024-10-06 00:47:55
89,2302,8462,4.5,2024-06-22 21:22:28
90,3500,101741,5.0,2024-03-26 09:45:26
91,3914,1389,5.0,2026-04-30 18:45:54
92,1883,5597,3.0,2024-01-12 16:41:13
93,789,149334,4.5,2025-06-06 06:24:15
94,3082,6702,4.5,2024-07-29 07:52:53
95,4463,918,5.0,2025-10-05 04:56:01
96,611,2160,2.0,2025-09-02 06:30:05
97,3518,8261,4.5,2023-07-09 00:11:10
98,677,25962,3.0,2024-01-02 02:04:25
99,560,26713,5.0,2024-08-27 08:46:52
100,1827,25773,3.0,2025-05-25 03:11:54
101,1645,185585,4.0,2025-03-24 14:08:13
102,2588,366,5.0,2026-04-02 17:08:21
103,1468,114707,1.5,2025-10-25 12:24:32
104,1290,1200,4.5,2025-10-01 09:45:06
105,3786,7940,2.5,2024-05-22 23:42:30
106,4555,8970,4.5,2024-12-11 16:52:55
107,3658,4738,2.5,2024-09-01 22:23:56
108,1066,5890,4.5,2025-07-21 05:00:00
109,4530,40597,5.0,2024-03-21 09:51:20
110,2578,37844,4.0,2025-02-04 08:14:29
111,505,27865,2.5,2026-01-09 08:51:14
112,4300,8235,4.0,2025-10-21 06:36:30
113,1101,1261,4.0,2024-10-03 11:44:08
114,3272,3308,5.0,2024-08-12 21:38:53
115,1551,74228,4.5,2026-01-24 16:41:25
116,4419,5560,5.0,2023-11-20 20:59:20
117,2787,176935,3.0,2024-02-24 16:29:20
118,1093,6265,3.5,2025-12-30 00:43:43
119,283,158528,5.0,2024-09-19 17:32:40
120,2653,6299,4.5,2026-03-17 07:56:07
121,3100,5712,5.0,2024-07-11 02:03:54
122,4952,3176,5.0,2024-05-28 11:41:04
123,3877,27689,4.0,2024-03-07 23:28:03
124,2949,170597,4.0,2024-06-24 04:28:30
125,3680,44193,5.0,2024-03-25 07:43:07
126,3434,5617,4.5,2026-02-28 08:46:59
127,3673,134095,4.0,2026-04-30 08:45:34
128,2421,3628,5.0,2025-01-23 06:37:39
129,190,74458,3.5,2025-06-27 01:04:47
130,53,80139,5.0,2024-12-27 08:51:22
131,4627,167296,5.0,2024-06-23 06:33:07
132,4326,1673,3.0,2024-09-03 08:32:08
133,1366,2984,4.0,2024-08-14 20:47:30
134,4389,131739,4.0,2024-01-16 12:39:47
135,1236,7282,4.5,2025-04-29 11:18:01
136,269,104841,4.5,2025-02-28 00:13:40
137,2492,54999,2.5,2024-01-06 16:04:10
138,648,5706,4.5,2026-01-22 18:40:17
139,3801,107462,4.5,2025-01-12 23:43:34
140,1465,26662,2.0,2026-06-06 09:02:01
141,3672,425,2.0,2023-08-27 21:49:52
142,4860,1409,3.0,2024-12-30 04:02:00
143,838,3010,4.5,2025-06-11 06:51:07
144,618,6003,3.0,2025-08-07 23:17:52
145,3820,5107,5.0,2025-11-01 16:41:57
146,4510,148424,1.0,2026-06-15 15:20:51
147,3106,1798,4.5,2025-02-05 16:37:46
148,4345,115569,5.0,2024-07-02 15:11:24
149,2947,143472,4.0,2024-12-05 15:41:23
150,1080,7756,3.5,2026-02-11 15:08:09
151,2293,4783,4.0,2023-06-30 17:38:55
152,4611,3767,4.0,2025-10-24 13:12:33
153,3827,6380,3.0,2023-09-20 11:45:58
154,1051,4836,5.0,2025-04-19 03:46:48
155,3816,1675,2.0,2026-04-03 05:46:59
156,628,4719,4.5,2025-03-01 15:21:45
157,2042,85342,3.0,2025-11-28 22:25:09
158,746,45074,5.0,2025-05-18 08:13:43
159,2851,68194,2.5,2026-02-11 18:52:51
160,4783,123200,3.0,2026-01-10 07:00:14
161,2803,4553,5.0,2024-02-20 04:53:02
162,4891,71619,3.0,2026-03-24 17:57:48
163,864,870,3.5,2025-10-23 00:40:08
164,3684,1590,3.0,2024-09-25 12:18:40
165,269,27373,3.0,2024-01-17 12:18:01
166,3240,6425,2.0,2026-01-23 23:17:13
167,1238,3761,4.0,2024-09-20 03:42:16
168,3354,6116,5.0,2024-08-05 06:50:34
169,1745,2271,4.5,2025-06-16 23:29:04
170,3100,2335,4.0,2025-02-12 11:23:53
171,4657,88108,3.5,2026-01-16 12:07:18
172,3008,7325,4.0,2024-11-14 09:43:06
173,2517,7900,5.0,2024-04-11 03:18:49
174,2401,106883,5.0,2026-02-22 09:39:31
175,3335,78772,4.5,2026-02-07 23:01:17
176,3719,93982,2.5,2023-10-11 17:46:15
177,3643,179401,5.0,2024-10-27 18:12:02
178,4575,7445,2.0,2026-02-22 06:58:32
179,991,6794,4.5,2026-01-25 03:14:51
180,2659,90717,5.0,2024-08-26 21:19:38
181,148,92535,4.0,2025-04-03 04:39:09
182,2001,4721,2.0,2025-08-06 03:45:41
183,3908,141994,5.0,2025-07-02 12:46:36
184,4217,179491,2.5,2026-01-13 11:17:04
185,4054,6959,5.0,2025-04-28 16:54:38
186,1449,126482,5.0,2026-01-05 03:58:12
187,247,151,2.5,2023-10-01 01:42:37
188,4976,171765,2.5,2025-10-15 23:43:47
189,2840,6547,2.0,2025-04-27 17:00:31
190,1526,5513,4.5,2024-08-05 02:37:29
191,2365,4147,3.0,2026-02-06 06:56:40
192,3815,7303,5.0,2024-03-01 04:08:56
193,3855,31223,2.5,2024-08-17 04:06:32
194,3852,1779,1.5,2025-04-22 19:08:28
195,104,3946,3.5,2024-06-22 06:33:28
196,275,112290,4.5,2026-03-04 14:57:26
197,1885,534,3.0,2024-03-17 07:56:47
198,101,26542,4.5,2026-03-26 17:34:49
199,4786,1097,4.0,2023-08-23 09:10:07
200,280,112911,5.0,2025-09-22 02:50:13
201,2580,4587,3.5,2023-09-01 00:20:37
202,700,1259,5.0,2025-02-25 08:29:30
203,2046,117109,4.5,2023-09-22 17:14:19
204,1283,1620,4.0,2023-11-05 11:28:27
205,2020,130976,5.0,2025-05-26 12:48:53
206,4286,60684,4.0,2025-10-09 00:58:23
207,1536,5470,4.0,2024-11-23 09:56:29
208,1102,180985,2.5,2024-04-05 16:37:57
209,2765,342,5.0,2024-04-03 09:50:17
210,4343,8951,2.0,2025-01-14 11:09:39
211,4056,27846,3.5,2024-01-28 19:48:04
212,2489,3870,4.0,2024-11-21 07:20:54
213,1804,134528,4.5,2024-07-29 23:01:12
214,482,7843,5.0,2023-11-05 19:38:40
215,1339,32243,4.5,2023-08-25 05:40:55
216,4029,8783,3.5,2025-02-21 10:11:09
217,3513,164917,4.5,2024-11-22 04:49:01
218,788,64993,4.5,2024-04-16 04:57:25
219,3396,170897,4.5,2025-08-08 22:52:24
220,2211,3440,3.5,2024-06-24 16:10:44
221,4183,124273,5.0,2024-01-16 14:03:02
222,4217,190219,4.0,2025-03-14 09:32:41
223,1307,2010,4.0,2025-08-17 07:32:10
224,2804,35807,1.5,2026-05-03 01:19:13
225,3961,1376,5.0,2025-07-17 08:41:31
226,3964,132,5.0,2025-06-24 20:34:17
227,1659,168608,1.5,2023-12-12 23:02:37
228,1483,38583,3.0,2023-12-09 10:02:10
229,2074,3010,3.5,2024-12-31 20:24:31
230,913,3264,4.5,2025-07-18 15:37:36
231,1870,4599,4.5,2025-12-25 09:50:11
232,4890,5075,4.5,2024-04-26 09:33:04
233,3741,6374,3.5,2024-12-15 00:01:46
234,1440,109282,3.5,2023-07-05 09:40:17
235,2499,665,2.0,2026-05-16 19:39:56
236,2511,2156,4.5,2025-11-28 23:59:17
237,3681,61248,4.5,2026-04-15 17:52:42
238,1966,58293,3.0,2024-01-17 04:33:20
239,3938,3435,2.5,2023-07-16 02:54:42
240,2662,136786,3.5,2024-12-07 00:10:05
241,1412,46337,2.5,2024-05-23 13:30:14
242,1936,4280,2.5,2025-11-24 19:22:25
243,2007,86347,4.0,2026-02-18 14:26:05
244,2977,107846,4.0,2025-04-10 03:33:58
245,4829,1888,5.0,2025-03-09 14:52:32
246,2110,7883,4.0,2025-11-02 02:06:59
247,861,26838,2.5,2025-03-23 21:23:07
248,2806,3898,2.0,2026-02-01 17:47:29
249,864,81782,5.0,2026-04-11 21:59:47
250,1901,7063,3.0,2024-11-08 12:25:18
251,3111,32371,4.0,2025-02-03 18:24:09
252,3059,71462,3.0,2024-12-14 00:11:55
253,4808,4190,4.0,2024-04-30 17:17:26
254,2896,2497,4.0,2023-09-05 20:38:27
255,2092,25795,4.5,2025-11-24 14:25:37
256,427,2986,5.0,2024-02-14 02:27:02
257,3096,135,4.5,2026-03-12 17:40:46
258,1821,3920,4.0,2025-08-13 01:04:22
259,1737,4721,5.0,2025-02-24 07:02:18
260,222,3039,4.0,2025-07-06 22:45:21
261,578,104913,4.5,2026-05-02 10:53:27
262,2901,3421,4.0,2023-06-30 05:44:17
263,1321,78893,2.0,2024-04-10 22:57:48
264,566,5226,3.5,2023-09-26 02:03:40
265,633,33681,5.0,2024-03-12 06:25:31
266,1491,72294,5.0,2025-06-11 11:31:04
267,1337,4290,3.5,2024-09-28 06:25:19
268,625,26131,5.0,2025-08-18 13:29:14
269,278,38095,4.0,2023-11-28 04:53:39
270,2322,82667,3.5,2026-04-01 15:22:38
271,1250,34528,5.0,2024-02-27 14:56:57
272,3216,57522,4.0,2026-03-16 10:16:17
273,4111,7419,4.0,2024-10-21 17:57:32
274,2794,55363,4.0,2025-02-10 12:00:31
275,1225,2593,4.5,2025-10-11 23:44:19
276,3061,136664,3.0,2024-05-21 21:55:08
277,4222,1416,5.0,2023-12-10 15:49:48
278,586,41627,2.0,2025-03-03 20:03:01
279,3593,8535,5.0,2023-10-23 16:45:07
280,169,116738,3.5,2024-01-12 17:44:35
281,26,86332,5.0,2024-05-26 01:58:40
282,25,74324,5.0,2025-04-05 09:07:26
283,1927,96737,5.0,2025-05-09 12:51:05
284,3031,1497,4.0,2025-09-11 12:06:51
285,3014,172825,4.0,2024-06-27 17:02:08
286,2642,3270,4.5,2025-04-01 05:51:07
287,374,1409,3.0,2023-07-30 13:28:34
288,1184,59369,3.5,2025-06-20 09:39:43
289,1247,174479,4.5,2026-02-22 21:28:17
290,2036,4054,4.0,2026-01-29 20:08:53
291,1672,6791,4.5,2023-08-05 16:20:51
292,437,781,5.0,2024-12-06 12:49:55
293,2787,7900,5.0,2026-06-22 18:00:47
294,2163,4291,1.5,2024-04-01 19:59:22
295,3951,6482,2.0,2023-12-09 01:50:07
296,2512,1841,5.0,2025-06-02 04:29:38
297,3957,2813,3.5,2024-03-06 06:53:15
298,2205,95780,4.0,2025-02-08 06:05:50
299,4434,88272,5.0,2025-05-24 03:42:16
300,1360,4204,3.5,2024-12-08 20:18:03
301,588,6341,3.0,2025-08-26 21:50:12
302,878,107951,4.5,2025-09-18 23:58:45
303,889,177939,4.5,2025-12-26 12:05:09
304,1757,2370,3.0,2024-07-26 07:19:08
305,4723,7055,5.0,2025-09-09 12:43:03
306,4852,7325,4.5,2025-06-30 02:46:50
307,477,5723,4.5,2024-12-01 16:37:08
308,3273,61123,5.0,2024-10-23 18:48:03
309,4363,3230,3.0,2023-10-04 12:02:09
310,3109,4259,4.0,2026-01-05 15:28:15
311,192,2035,4.5,2024-09-12 21:45:38
312,2309,1248,5.0,2025-11-23 21:33:11
313,2438,26131,5.0,2026-03-15 19:07:35
314,1382,109576,5.0,2026-05-17 22:03:14
315,4337,42418,4.0,2024-04-15 04:26:51
316,1612,4840,4.5,2024-09-26 05:34:16
317,3498,3769,2.0,2024-01-10 00:31:14
318,2772,2204,4.5,2024-04-13 07:55:57
319,1965,7302,4.5,2025-08-21 05:19:22
320,2183,564,5.0,2026-03-19 12:09:58
321,2362,6790,5.0,2025-11-22 22:33:57
322,177,4857,4.0,2024-06-30 12:53:29
323,1262,168090,5.0,2025-12-03 13:50:34
324,2941,2106,4.0,2023-10-14 06:21:13
325,4828,53140,1.5,2025-07-15 20:57:42
326,1834,6619,4.0,2025-03-21 08:19:27
327,2578,5241,4.5,2024-04-07 19:34:26
328,1550,8371,3.5,2025-08-13 15:38:22
329,1314,2316,5.0,2023-09-21 05:43:08
330,1643,7727,1.5,2025-06-11 14:14:25
331,1606,7040,5.0,2023-10-25 04:56:26
332,3710,141749,3.5,2024-04-19 14:07:46
333,108,3545,3.5,2025-06-13 19:48:23
334,2109,7333,5.0,2024-02-15 22:19:01
335,523,1237,4.0,2024-09-07 09:20:15
336,3751,145491,5.0,2025-07-04 22:02:59
337,2398,3420,3.5,2024-08-25 09:39:45
338,37,70994,4.0,2025-09-21 08:24:10
339,1051,89090,5.0,2026-02-04 02:30:59
340,4556,6785,5.0,2025-03-05 14:39:14
341,48,33646,3.0,2025-10-21 12:58:45
342,990,134130,3.5,2026-03-09 18:49:23
343,3806,6279,4.0,2024-08-06 08:11:17
344,3143,3075,3.5,2025-07-13 16:09:49
345,2789,27006,2.0,2025-02-01 14:13:07
346,667,1077,5.0,2024-08-01 01:52:07
347,3819,95738,2.0,2025-10-19 08:53:08
348,9,4035,5.0,2024-04-28 04:23:15
349,1995,135534,5.0,2023-12-25 18:16:25
350,1778,2894,5.0,2024-08-19 06:10:51
351,1086,27820,2.5,2025-07-12 13:31:52
352,1669,7982,5.0,2025-05-11 16:03:56
353,4057,1441,5.0,2026-05-23 03:45:13
354,4234,103688,5.0,2024-07-11 10:20:21
355,2524,8979,5.0,2026-03-31 02:14:48
356,4605,2896,5.0,2024-10-22 08:22:42
357,2857,44020,4.5,2025-04-27 10:42:42
358,2786,120813,4.0,2025-08-19 05:31:31
359,4633,139747,3.0,2026-02-26 05:23:43
360,456,32243,5.0,2025-03-20 07:31:20
361,1858,31973,4.5,2023-10-29 11:34:13
362,2855,4578,4.5,2025-03-23 12:39:18
363,1627,60803,4.0,2024-08-20 07:44:46
364,4364,71304,3.5,2025-07-25 00:52:36
365,712,27317,2.5,2025-09-17 23:56:25
366,1287,8338,5.0,2023-11-04 11:36:41
367,1683,166705,3.5,2023-09-19 22:13:30
368,3911,140725,4.0,2023-11-06 16:51:04
369,3848,76743,4.0,2024-02-07 07:59:51
370,4144,26285,4.0,2024-07-03 21:06:25
371,270,6957,5.0,2023-07-25 09:29:26
372,4923,184053,4.5,2024-04-26 08:56:00
373,4691,52,3.0,2023-12-16 04:12:47
374,3548,2824,5.0,2026-03-24 12:23:01
375,678,32728,4.5,2026-03-11 04:43:07
376,4562,1518,4.5,2024-04-22 20:11:30
377,3586,55555,3.0,2025-05-02 06:21:28
378,4700,171695,5.0,2024-05-12 11:47:02
379,4097,3298,5.0,2025-04-24 08:19:03
380,1377,90600,5.0,2025-01-20 05:05:39
381,3870,2149,2.0,2024-09-04 09:51:45
382,4332,2917,3.5,2025-04-17 02:18:10
383,139,116411,4.5,2024-02-26 06:23:41
384,554,108727,2.5,2024-01-03 03:21:51
385,4539,94735,5.0,2024-09-24 01:28:28
386,3925,1413,5.0,2024-08-04 19:32:32
387,3211,6773,4.0,2025-02-17 03:31:11
388,4515,33681,1.5,2024-07-26 21:08:05
389,3716,99636,5.0,2023-09-20 16:00:24
390,3312,4298,2.0,2026-06-04 02:02:34
391,3772,2333,4.5,2025-02-15 17:15:47
392,1225,704,1.5,2024-04-16 05:04:31
393,3650,4389,5.0,2023-07-24 20:10:39
394,3862,111800,3.0,2026-02-26 04:09:25
395,3145,8916,4.0,2024-09-01 05:36:44
396,1516,4064,2.0,2025-11-19 14:59:51
397,1044,8189,4.5,2023-12-15 11:14:50
398,2612,136341,5.0,2024-04-19 19:07:18
399,4388,4139,4.0,2025-10-19 10:51:52
400,4359,708,5.0,2024-01-21 02:50:00
401,366,2717,5.0,2024-05-09 10:41:28
402,550,2404,5.0,2026-01-22 20:39:07
403,2448,4563,5.0,2024-05-28 07:47:31
404,3160,1650,2.5,2024-05-18 00:38:22
405,1482,171749,4.5,2024-11-30 21:31:58
406,3821,111844,5.0,2024-06-27 10:51:18
407,1333,2553,3.0,2024-03-15 06:27:20
408,1081,5585,5.0,2025-09-16 00:35:13
409,3672,7834,5.0,2024-03-07 01:42:25
410,4798,1027,3.0,2023-12-23 08:51:50
411,52,6686,4.0,2026-02-20 00:19:00
412,1991,2884,1.0,2025-03-07 10:16:40
413,4238,72178,0.5,2025-05-27 14:32:28
414,941,97938,5.0,2024-12-31 12:04:28
415,1105,82053,5.0,2024-01-14 18:05:01
416,1622,6559,4.5,2026-06-02 23:23:01
417,2256,3326,5.0,2025-06-22 02:01:25
418,3556,51412,4.5,2025-01-29 01:02:20
419,69,132496,5.0,2024-04-19 08:29:50
420,1218,65882,5.0,2025-07-20 04:24:52
421,4784,7260,3.0,2024-01-13 18:34:59
422,4795,1608,5.0,2025-07-21 19:10:44
423,572,3492,4.5,2024-02-11 18:34:55
424,3807,8623,4.5,2025-10-11 23:08:15
425,4335,110553,5.0,2026-06-26 07:05:10
426,747,4130,4.5,2023-11-09 02:33:06
427,2146,45658,3.5,2026-01-31 10:13:21
428,3223,3171,4.5,2023-10-16 16:07:10
429,3667,4487,4.5,2023-07-03 07:28:22
430,2145,4361,3.5,2024-07-15 06:23:47
431,992,101072,1.0,2023-10-08 10:30:32
432,1308,174815,3.5,2025-11-17 14:40:33
433,2849,156726,4.0,2024-06-23 07:40:00
434,4364,62999,4.0,2025-07-11 18:58:48
435,3120,435,5.0,2023-10-05 02:47:06
436,1293,1019,5.0,2025-09-21 06:34:55
437,4157,158027,4.0,2025-09-25 22:34:39
438,814,3372,4.0,2025-04-24 03:59:29
439,1103,86593,4.5,2023-12-17 15:02:16
440,1319,59549,4.0,2024-01-21 13:19:50
441,3784,35347,4.5,2024-04-28 17:32:52
442,733,1694,5.0,2024-11-20 22:23:54
443,2337,1499,5.0,2024-02-19 08:44:28
444,9,1611,4.5,2024-10-29 20:22:55
445,625,3459,4.5,2023-08-22 03:00:06
446,4486,1232,4.5,2024-12-23 01:23:24
447,1895,3208,4.0,2024-01-29 01:18:53
448,2978,2655,4.0,2024-07-16 07:16:23
449,1038,110746,5.0,2024-05-08 16:11:07
450,4915,6934,4.5,2024-01-20 19:42:02
451,3183,379,3.5,2025-11-26 20:15:28
452,438,5300,4.5,2023-08-19 10:12:06
453,4733,59667,5.0,2024-07-26 05:23:30
454,435,8331,5.0,2026-05-30 08:08:42
455,4465,31522,4.0,2026-04-22 01:51:43
456,1028,4896,4.5,2024-06-15 05:33:27
457,1458,6246,3.0,2025-06-29 18:49:14
458,2400,78034,1.5,2023-12-23 23:31:55
459,934,7390,2.0,2025-06-10 08:15:29
460,3288,104419,2.5,2024-11-20 14:19:48
461,583,183227,4.5,2024-01-23 22:14:15
462,4814,4251,3.5,2025-04-23 04:08:46
463,3090,4009,4.5,2025-02-11 15:53:28
464,1947,5028,5.0,2024-01-20 19:47:50
465,3890,159441,4.5,2025-09-29 12:03:17
466,2127,406,5.0,2024-10-10 08:45:37
467,1215,5347,5.0,2025-02-14 23:34:14
468,2224,987,5.0,2024-06-20 08:43:59
469,2064,60365,4.0,2024-11-19 18:21:16
470,4728,1693,5.0,2024-09-20 15:47:53
471,1367,2702,4.0,2026-03-09 21:03:34
472,4644,3186,5.0,2023-09-28 01:56:17
473,2971,145,5.0,2024-03-16 00:54:27
474,2628,143472,4.5,2023-07-09 00:19:02
475,1511,3688,5.0,2024-06-10 01:13:37
476,724,139640,4.5,2023-07-23 14:02:50
477,1670,70492,5.0,2025-10-08 01:10:43
478,4391,27611,4.0,2025-02-08 00:02:58
479,2496,5209,3.5,2025-08-11 03:19:28
480,3739,6183,3.5,2024-05-11 01:15:56
481,1061,6853,5.0,2024-09-27 00:30:31
482,3329,1260,3.0,2025-06-27 19:52:13
483,2683,25856,3.0,2025-10-11 15:41:43
484,1912,347,2.0,2024-06-18 05:16:42
485,4671,2126,3.5,2025-09-11 02:07:47
486,1293,26231,5.0,2023-07-01 02:41:50
487,708,2116,5.0,2023-09-16 13:35:12
488,1401,6213,4.0,2025-11-19 20:17:17
489,1470,125974,5.0,2024-09-14 18:19:57
490,732,52281,3.5,2024-10-08 08:34:59
491,4821,6950,3.5,2025-12-11 20:11:48
492,2165,4113,4.5,2023-12-28 21:42:18
493,3441,91233,4.0,2026-06-21 01:48:25
494,378,26590,4.5,2025-06-13 17:47:34
495,3562,96608,5.0,2026-04-09 02:37:08
496,3555,55278,4.0,2024-03-15 23:31:24
497,3820,161008,3.5,2024-12-08 14:07:39
498,1533,2528,4.0,2023-10-24 20:37:11
499,3688,4055,3.5,2023-12-17 12:52:40
500,1287,40491,3.0,2026-05-24 07:23:22
501,2605,98230,4.0,2025-06-23 08:27:40
502,1015,2936,4.5,2025-02-08 03:59:34
503,3525,1772,4.5,2024-03-22 06:38:12
504,3088,1950,4.5,2025-09-28 08:12:39
505,4990,8830,4.0,2026-03-31 10:58:37
506,2041,85510,5.0,2025-07-14 01:08:16
507,3407,88272,5.0,2024-09-04 05:32:45
508,3077,564,4.5,2026-01-07 01:48:26
509,1766,284,3.0,2024-04-18 04:49:05
510,4910,2969,5.0,2023-09-15 17:55:06
511,483,89,5.0,2023-08-08 07:21:11
512,1706,4126,2.0,2026-04-30 00:28:06
513,1603,4439,3.5,2025-03-23 20:46:46
514,4356,159415,3.0,2024-06-19 14:48:55
515,297,26777,4.0,2026-01-25 22:29:37
516,3966,8484,1.5,2025-07-31 02:30:51
517,1131,71484,3.0,2025-12-24 11:09:55
518,2450,170897,3.5,2026-05-12 18:28:36
519,4408,374,4.0,2025-01-31 01:17:21
520,3348,38061,1.0,2024-08-04 21:18:44
521,681,209,4.5,2023-06-28 13:29:37
522,517,172233,5.0,2025-05-27 22:41:05
523,1109,72737,4.5,2025-03-19 01:30:26
524,3129,88515,5.0,2024-08-13 11:45:59
525,3276,2050,5.0,2024-10-28 05:30:23
526,3162,74698,5.0,2025-11-24 09:49:36
527,2101,80917,1.5,2025-09-30 03:11:29
528,178,26828,5.0,2023-11-25 05:46:44
529,1275,2003,5.0,2024-08-07 11:07:06
530,1624,1883,4.5,2024-06-03 14:58:13
531,852,7016,4.5,2023-12-20 15:00:09
532,62,140162,4.5,2026-04-25 16:04:20
533,3012,69529,2.5,2026-02-19 06:29:32
534,3256,69526,4.0,2026-03-26 21:47:03
535,3952,4276,4.5,2026-05-11 16:11:25
536,3296,117511,4.5,2023-07-28 19:26:17
537,3696,168326,4.0,2024-11-09 23:48:47
538,3748,104078,4.0,2024-05-02 04:02:20
539,4647,1465,5.0,2023-12-31 09:43:28
540,1035,91571,5.0,2024-03-16 08:59:01
541,508,145418,4.5,2025-06-27 03:47:50
542,447,91126,5.0,2023-12-31 22:30:07
543,3980,142536,3.5,2025-12-13 01:02:51
544,3239,2420,4.0,2026-06-26 07:12:43
545,1828,4090,5.0,2024-10-23 05:46:12
546,1254,31431,5.0,2025-04-07 08:26:50
547,3871,7883,1.5,2025-10-26 07:13:42
548,2940,27619,4.0,2024-05-14 13:41:06
549,2566,62439,4.5,2025-04-26 05:36:26
550,2158,72641,1.5,2024-11-05 18:12:53
551,2083,7486,1.5,2025-06-11 09:32:44
552,2031,3241,3.5,2025-05-30 22:02:00
553,3712,92954,5.0,2025-11-01 15:49:49
554,4752,176419,4.5,2025-08-01 16:28:44
555,2492,125974,4.0,2025-09-08 17:11:31
556,3002,153070,3.0,2025-05-18 20:30:08
557,2856,3947,3.5,2024-11-25 04:58:37
558,416,7335,4.0,2024-05-05 06:43:36
559,2753,7320,4.5,2024-07-08 17:49:15
560,4247,87232,3.5,2026-04-25 16:23:15
561,158,368,3.5,2024-10-17 21:37:57
562,4270,135885,3.5,2025-04-22 15:04:51
563,4813,165529,4.0,2024-02-03 20:09:17
564,335,136602,2.0,2026-05-15 08:33:42
